FL_DATE,OP_CARRIER,ORIGIN,DEST,DEP_TIME,DEP_DELAY,ARR_DELAY,DISTANCE,DAY_OF_WEEK,WEATHER_DELAY,CARRIER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2023-01-01,AA,SFO,MDW,2352,-1.7,-10.9,845.0,3,0.0,0.0,10.1,0.0,0.0
2023-01-01,UA,LGA,BOS,1354,-16.4,-19.8,255.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,SLC,MCO,913,12.0,24.3,119.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,OH,PHX,MCO,857,-6.2,-10.1,322.0,5,0.0,0.0,26.7,0.0,27.2
2023-01-01,B6,BWI,MDW,1759,-5.2,2.8,606.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,CLT,EWR,625,0.0,0.1,950.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,JFK,BWI,1711,20.1,16.9,202.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,IAH,CLT,1432,13.7,19.0,508.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,PHX,LAX,915,-15.3,-31.6,683.0,3,0.0,0.7,0.0,0.0,0.0
2023-01-01,OO,JFK,SLC,1307,4.6,8.3,178.0,7,19.0,3.4,0.0,0.0,0.0
2023-01-01,AS,BOS,MCO,2058,3.9,8.8,1239.0,2,0.0,0.0,15.3,0.0,0.0
2023-01-01,B6,MSP,MCO,2145,-3.1,5.8,139.0,4,0.0,0.0,6.6,0.0,0.0
2023-01-01,UA,SLC,DFW,2122,4.3,-0.1,978.0,3,0.0,0.0,1.3,0.0,0.0
2023-01-01,AS,DEN,JFK,1255,30.4,25.8,464.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,MCO,FLL,1314,23.0,-5.0,753.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,EWR,LAS,800,23.4,13.2,434.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,ATL,FLL,2141,47.8,42.4,477.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,BOS,FLL,617,-11.1,5.3,463.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,EWR,BWI,1100,37.0,49.9,2014.0,7,0.0,26.3,0.0,0.0,0.0
2023-01-01,UA,DTW,BWI,815,13.4,8.0,517.0,4,0.9,0.0,0.0,0.0,0.0
2023-01-01,F9,ATL,LGA,1137,-4.5,4.9,370.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,DEN,SLC,1509,-2.3,-3.4,451.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,MSP,DTW,1039,9.5,-8.1,983.0,3,0.0,0.0,5.7,0.0,0.0
2023-01-01,AA,DTW,FLL,2154,-4.4,2.3,547.0,4,0.0,0.0,0.0,0.0,60.2
2023-01-01,DL,MCO,JFK,1426,-11.4,8.6,324.0,1,5.7,0.0,23.3,0.0,0.0
2023-01-01,OO,ATL,SFO,1355,34.3,25.3,467.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,PHL,ATL,1128,9.0,-1.4,234.0,2,33.1,0.0,0.0,0.0,0.0
2023-01-01,DL,MSP,MCO,912,-1.4,-0.5,593.0,1,0.0,0.0,0.0,0.0,1.9
2023-01-01,MQ,ORD,ATL,2056,13.4,10.2,1420.0,4,15.7,0.0,0.0,0.0,0.0
2023-01-01,AA,MIA,IAD,1052,3.9,29.4,438.0,3,0.0,0.0,0.0,0.0,11.4
2023-01-01,9E,DEN,DFW,1344,53.2,55.3,759.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,HA,LAS,DFW,1158,-1.6,-0.1,1248.0,4,0.0,40.8,0.0,0.0,33.1
2023-01-01,B6,MIA,ORD,1429,42.0,6.7,706.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,MSP,DTW,826,79.6,66.2,184.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,LAX,BWI,2317,33.8,47.3,250.0,1,8.9,0.0,0.0,0.0,0.0
2023-01-01,B6,SFO,BWI,1029,6.1,6.0,1540.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,PHX,DTW,955,54.3,54.4,1241.0,5,0.0,0.0,0.0,0.0,5.7
2023-01-01,DL,BWI,LAX,551,-7.0,-2.0,1156.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,G4,CLT,FLL,1959,10.6,4.1,794.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,ORD,MCO,1537,24.2,37.5,451.0,3,19.4,0.0,0.0,0.0,0.0
2023-01-01,UA,MIA,BOS,940,13.1,13.0,876.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,DFW,CLT,1023,12.7,3.7,993.0,2,0.0,0.0,0.0,0.0,5.6
2023-01-01,9E,PHL,IAD,1118,-13.8,-11.5,1019.0,1,0.0,0.0,0.0,0.0,11.9
2023-01-01,B6,IAH,JFK,1027,54.6,60.7,788.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,OH,IAH,MSP,1046,-10.0,-23.3,554.0,5,0.0,0.0,35.5,0.0,0.0
2023-01-01,UA,MIA,DEN,1429,-9.6,-5.5,698.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,YX,IAH,ATL,1942,0.6,1.2,749.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,MCO,LAS,1031,-6.5,-20.9,278.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,SEA,IAH,831,14.6,20.1,499.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,OH,MIA,MDW,523,13.2,13.8,1315.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,MCO,PHX,1132,-2.1,7.0,490.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,LAX,IAH,804,34.1,40.4,1951.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,OH,MDW,IAH,805,9.9,7.9,737.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,JFK,LAS,657,-5.6,-10.3,792.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,SEA,SFO,734,-18.1,-29.6,774.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,HA,DEN,LAX,1109,18.0,8.9,802.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,BWI,LAX,1528,-7.2,-6.0,1592.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,MCO,PHX,1109,73.0,52.4,390.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,DTW,BOS,1641,-1.3,4.7,460.0,1,0.0,21.0,0.0,0.0,0.0
2023-01-01,MQ,PHL,MIA,1716,-1.5,-10.3,537.0,2,0.0,0.0,0.0,0.0,13.7
2023-01-01,WN,PHX,ORD,1502,2.2,-15.8,413.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,JFK,DFW,500,-11.7,-15.7,1555.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,PHX,MIA,1237,1.3,2.9,73.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,CLT,MIA,936,-5.5,-17.3,423.0,1,3.2,0.0,0.0,0.0,0.0
2023-01-01,AS,MSP,FLL,1928,-0.4,-9.2,991.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,HA,LAS,MIA,2029,5.7,-1.5,547.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,HA,BOS,PHX,1017,-11.8,-15.0,1153.0,4,23.7,0.0,0.0,0.0,0.0
2023-01-01,HA,DTW,LGA,1756,35.8,33.4,474.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,SFO,MCO,1032,-2.9,3.9,258.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,MDW,LAS,1107,-6.1,-9.9,757.0,2,0.0,0.0,0.0,0.0,28.5
2023-01-01,B6,MSP,MDW,2338,53.2,34.8,796.0,3,0.0,5.6,0.0,0.0,0.0
2023-01-01,AA,DFW,MCO,731,-7.8,-5.3,151.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,SFO,MSP,1405,-6.4,-0.3,969.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,YV,CLT,BWI,1455,-7.7,9.6,377.0,5,0.0,0.0,0.0,0.0,16.9
2023-01-01,B6,BWI,JFK,1938,6.7,17.2,351.0,3,0.0,0.0,1.4,0.0,0.0
2023-01-01,NK,MIA,MCO,739,55.8,34.8,711.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,YV,MDW,IAD,2019,44.2,36.2,1455.0,4,0.0,0.0,0.0,0.0,4.5
2023-01-01,WN,MDW,LAS,1538,13.8,16.3,130.0,7,0.0,0.0,0.0,0.0,19.7
2023-01-01,OH,BWI,PHX,2320,44.7,29.5,1249.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,MDW,ATL,1222,35.0,26.2,870.0,6,0.0,0.0,0.0,0.0,28.6
2023-01-01,UA,LGA,PHL,1411,11.4,16.4,365.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DFW,BOS,802,20.3,19.8,482.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,LGA,MSP,1010,-2.1,-1.8,1439.0,5,0.0,23.8,0.0,0.0,0.0
2023-01-01,YX,JFK,IAH,1707,24.4,14.2,307.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,LAX,EWR,909,34.2,14.6,314.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,MCO,LGA,2127,-8.2,-10.1,1044.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DTW,IAH,1715,-6.8,-6.7,807.0,3,2.4,0.0,0.0,0.0,0.0
2023-01-01,OO,DFW,PHX,811,15.9,-1.2,517.0,4,6.4,0.0,0.0,0.0,0.0
2023-01-01,OO,MIA,EWR,2139,-8.5,-6.7,325.0,7,0.0,0.0,0.0,0.0,37.3
2023-01-01,UA,SEA,MCO,818,39.1,37.2,1003.0,3,0.0,0.0,15.2,0.0,0.0
2023-01-01,AA,SFO,DEN,1237,36.0,23.7,783.0,2,0.0,53.5,0.0,0.0,0.0
2023-01-01,YX,CLT,FLL,1336,2.5,6.2,469.0,1,0.0,0.0,5.8,0.0,0.0
2023-01-01,MQ,FLL,ATL,1042,-0.9,2.0,1980.0,6,0.0,10.0,0.0,0.0,0.0
2023-01-01,OO,SFO,LAX,959,6.7,2.6,672.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,SLC,PHL,645,3.4,-1.3,583.0,2,0.0,23.3,0.0,0.0,17.7
2023-01-01,UA,EWR,MSP,1912,-13.0,-14.4,968.0,4,0.0,52.9,20.0,1.0,0.0
2023-01-01,WN,CLT,DFW,744,-8.5,-15.8,804.0,4,0.0,0.0,0.0,0.0,49.4
2023-01-01,B6,PHX,ATL,801,37.1,35.0,213.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,EWR,MSP,1813,-3.6,-11.5,1123.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,BOS,LAX,914,7.5,-1.4,157.0,7,0.0,0.0,11.6,0.0,0.0
2023-01-01,AA,BOS,CLT,1424,-3.2,2.3,2533.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,DEN,ATL,1359,-9.7,-10.7,472.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,G4,IAH,EWR,1737,26.8,23.4,682.0,6,0.0,0.0,15.3,0.0,0.0
2023-01-01,AA,EWR,LGA,1423,46.4,22.3,2574.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,MIA,PHL,1036,-6.5,-10.8,532.0,5,0.0,0.0,0.0,0.0,4.3
2023-01-01,DL,MIA,JFK,1926,-0.4,16.5,752.0,3,0.0,0.0,0.0,0.0,15.3
2023-01-01,AA,PHX,DEN,1428,2.1,-16.0,948.0,7,44.9,0.0,0.0,0.0,0.0
2023-01-01,DL,BWI,MDW,1115,-14.7,5.0,699.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,CLT,SFO,1037,-2.1,0.8,508.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,ORD,JFK,1455,-6.7,-11.0,277.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,CLT,BWI,505,-7.2,-8.2,761.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,G4,DEN,EWR,1710,-0.9,11.5,769.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,DTW,LGA,1643,-6.4,-28.2,477.0,3,13.2,0.0,5.3,0.0,0.0
2023-01-01,UA,IAD,FLL,1130,28.1,38.0,585.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DEN,MDW,1055,7.5,9.0,462.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,MCO,LGA,1813,7.5,16.5,453.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,MCO,SEA,707,-6.0,-22.6,1221.0,1,0.0,0.0,0.8,0.0,0.0
2023-01-01,DL,DTW,EWR,1629,69.2,56.5,524.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,MCO,IAD,540,-1.3,-24.4,450.0,6,0.0,16.8,0.0,0.0,3.5
2023-01-01,AA,SFO,CLT,2019,-3.2,9.3,1183.0,4,0.0,7.3,0.0,0.0,0.0
2023-01-01,AS,BOS,PHX,2258,83.6,61.2,1123.0,4,3.8,0.0,0.0,0.0,0.0
2023-01-01,WN,ATL,PHX,1644,-11.4,-19.7,1172.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,MCO,IAH,1745,-2.3,-21.3,1040.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,LGA,MCO,1041,-5.2,0.0,1435.0,1,0.0,0.0,0.0,0.0,17.3
2023-01-01,AS,DTW,IAD,2034,3.5,3.7,945.0,4,13.9,0.0,0.0,0.0,0.0
2023-01-01,MQ,FLL,IAD,902,3.3,-4.7,259.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,LAS,PHL,1335,6.8,8.4,207.0,7,0.0,0.0,0.0,0.0,9.5
2023-01-01,B6,SFO,IAD,1633,-12.1,-18.1,350.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,SFO,FLL,1352,23.3,2.2,395.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,IAD,SLC,1149,-7.8,-10.3,61.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,LAX,SLC,825,-11.8,6.4,1004.0,3,0.0,2.5,3.9,0.0,0.0
2023-01-01,MQ,LGA,MIA,1532,-5.4,5.1,920.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,MQ,BOS,SFO,1719,6.5,10.1,1060.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,MDW,SFO,1312,-5.0,-1.8,190.0,5,0.0,0.0,0.0,0.0,1.8
2023-01-01,OH,PHL,BWI,1849,10.5,5.3,462.0,2,0.0,0.0,1.1,0.0,0.0
2023-01-01,G4,LAS,EWR,1341,2.4,9.4,760.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,MCO,DEN,1735,-5.2,1.2,824.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,G4,FLL,BWI,2104,7.3,5.4,1200.0,4,3.8,0.0,35.8,0.0,0.0
2023-01-01,AA,FLL,PHL,928,1.6,3.4,2016.0,1,0.0,0.0,0.0,0.0,17.0
2023-01-01,WN,MIA,BOS,1150,-9.5,-24.1,309.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,CLT,FLL,2057,12.9,6.2,1047.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,LAS,BWI,1124,18.3,3.6,315.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,MIA,LAS,508,-1.8,-13.7,537.0,1,0.0,0.0,4.0,0.0,4.0
2023-01-01,AA,FLL,ATL,627,-8.8,-2.8,1238.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,SFO,MIA,755,7.4,-6.4,2554.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,IAH,SLC,1054,36.6,38.8,641.0,1,0.0,5.3,0.0,0.0,0.0
2023-01-01,HA,CLT,SEA,1008,17.8,25.5,424.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,DFW,SLC,1426,-6.1,-5.8,334.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,FLL,BOS,814,4.7,-2.1,1298.0,2,62.1,0.0,0.0,0.0,0.0
2023-01-01,AA,CLT,LAX,1047,17.6,25.3,1516.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,BWI,PHX,1529,-7.4,-0.8,1187.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,IAH,PHX,2309,-13.3,0.6,799.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,SLC,SEA,1142,2.7,-8.5,816.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,LAS,BWI,529,-14.6,-15.0,1234.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,YV,SFO,ATL,1433,15.8,11.2,1498.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,JFK,DFW,1205,94.5,82.4,2002.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,ATL,JFK,1030,7.7,12.8,1013.0,6,0.0,0.0,15.9,0.0,0.0
2023-01-01,OO,BWI,DEN,940,-5.1,-3.0,366.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,FLL,LAS,1643,6.9,19.2,521.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,PHX,DTW,925,-6.1,-8.9,522.0,6,0.0,26.4,0.0,0.0,0.0
2023-01-01,9E,SLC,IAD,2213,36.3,20.4,348.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,MQ,MDW,IAD,618,71.2,53.9,498.0,6,0.0,0.0,0.0,0.0,19.9
2023-01-01,MQ,PHL,DEN,641,31.4,18.8,1513.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,ATL,SFO,2138,0.3,-4.3,1298.0,7,0.0,0.0,4.6,0.0,0.0
2023-01-01,UA,FLL,EWR,1050,20.0,14.3,118.0,6,0.0,0.0,8.7,0.0,0.0
2023-01-01,UA,BWI,ORD,1118,-1.5,-3.5,271.0,2,0.0,0.0,0.0,6.2,0.0
2023-01-01,OH,JFK,MDW,744,31.8,29.3,2457.0,3,0.0,0.0,10.8,0.0,19.9
2023-01-01,DL,MCO,BOS,1019,4.3,-1.0,316.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,DTW,DEN,1315,-1.7,9.0,1019.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DTW,SLC,604,-15.7,-32.7,204.0,3,0.0,0.0,0.0,0.0,9.0
2023-01-01,F9,BOS,ORD,1646,7.1,-16.2,548.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,IAD,MDW,1424,-18.0,-5.3,696.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,IAH,BWI,1357,-5.3,4.7,773.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,IAD,BOS,1050,7.7,18.9,1006.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,ATL,IAD,1041,-4.9,2.2,158.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,SEA,PHL,1936,-7.5,-6.3,382.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,YX,JFK,DFW,514,5.0,1.7,944.0,1,0.0,0.0,55.6,0.0,0.0
2023-01-01,AA,SFO,MIA,1757,-8.8,-23.5,359.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,NK,FLL,MCO,849,-11.8,-8.6,1406.0,5,0.0,22.8,0.0,0.0,21.1
2023-01-01,DL,ORD,DTW,1758,0.2,-14.2,356.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DEN,BWI,1100,-3.5,21.7,662.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,B6,IAD,LAS,1010,-11.9,-20.4,191.0,6,0.0,0.0,0.0,0.0,0.0
2023-01-01,UA,DTW,JFK,946,60.4,50.6,1015.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,DEN,SLC,1154,1.7,16.5,498.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,DFW,PHL,1626,-4.9,-7.8,62.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,HA,MDW,BOS,1207,-4.3,-7.2,690.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,CLT,SLC,1417,1.8,-24.3,2515.0,6,10.4,0.0,17.3,0.0,0.0
2023-01-01,B6,MCO,JFK,2104,7.5,-6.7,1481.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,IAH,LAX,1447,-4.3,2.0,1031.0,5,0.0,10.1,0.0,0.0,0.0
2023-01-01,G4,IAD,CLT,1306,40.6,51.2,133.0,3,0.0,0.5,0.0,0.0,0.0
2023-01-01,B6,MCO,MIA,1051,2.5,-6.8,1249.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DFW,PHX,945,36.0,32.6,1443.0,5,0.0,0.0,0.0,0.0,48.9
2023-01-01,DL,ORD,ATL,1241,-1.7,25.6,179.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,IAD,CLT,522,22.0,24.4,237.0,4,4.7,0.0,0.0,0.0,0.0
2023-01-01,DL,SEA,LAS,1359,-5.7,4.9,765.0,3,0.0,0.0,0.0,0.0,1.3
2023-01-01,AA,DEN,LAS,929,0.7,-7.1,532.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,DTW,SLC,1724,12.5,26.1,447.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,F9,MSP,MCO,759,-5.9,-11.9,319.0,5,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,CLT,BOS,1616,4.4,-4.9,778.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AA,DEN,MIA,1146,-4.6,10.9,1225.0,5,0.0,0.0,0.0,0.0,7.2
2023-01-01,WN,CLT,ATL,1023,-1.1,-7.3,1963.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-01,YX,ATL,IAH,640,10.1,8.5,482.0,7,0.0,0.0,0.0,0.0,0.0
2023-01-01,AS,FLL,LAX,957,4.1,19.7,1085.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,9E,SEA,SFO,2128,31.9,18.0,1156.0,2,0.0,0.0,0.0,0.0,0.0
2023-01-01,DL,LAS,SFO,538,34.8,27.2,757.0,3,0.0,0.0,0.0,0.0,0.0
2023-01-01,OO,DEN,IAH,724,15.9,7.4,1490.0,4,0.0,0.0,0.0,0.0,0.0
2023-01-01,WN,SFO,SEA,1710,-0.9,-4.1,167.0,7,14.4,0.0,0.0,0.0,0.0
2023-01-01,UA,EWR,FLL,1003,-11.2,-9.1,1570.0,7,0.0,0.0,0.0,0.0,0.0
